ticket_id,customer_id,date_opened,issue_type,resolution_time_days,status
TCKT001625,CUST00150,2024-11-27,Card Not Working,9,Pending
TCKT001626,CUST00754,2023-07-12,Incorrect Charge,3,Pending
TCKT001627,CUST00762,2024-12-01,Card Not Working,11,Pending
TCKT001628,CUST00742,2024-01-20,Account Locked,3,Resolved
TCKT001629,CUST00702,2025-04-06,Incorrect Charge,12,Unresolved
TCKT001630,CUST00601,2024-11-02,Delayed Credit,6,Resolved
TCKT001631,CUST00645,2025-04-17,Failed Transaction,11,Pending
TCKT001632,CUST00212,2024-10-04,Failed Transaction,5,Unresolved
TCKT001633,CUST00901,2023-11-10,Card Not Working,9,Resolved
TCKT001634,CUST00559,2023-07-30,Account Locked,12,Unresolved
TCKT001635,CUST00841,2024-03-15,Login Issue,4,Resolved
TCKT001636,CUST00891,2025-01-31,Delayed Credit,6,Pending
TCKT001637,CUST00307,2023-08-24,Failed Transaction,13,Resolved
TCKT001638,CUST00869,2025-03-19,Card Not Working,13,Pending
TCKT001639,CUST00610,2025-05-15,Delayed Credit,10,Pending
TCKT001640,CUST00119,2024-06-02,Account Locked,7,Resolved
TCKT001641,CUST00933,2023-09-18,Failed Transaction,12,Pending
TCKT001642,CUST00663,2024-09-17,Card Not Working,7,Resolved
TCKT001643,CUST00371,2025-05-26,Delayed Credit,11,Unresolved
TCKT001644,CUST00732,2024-11-29,Delayed Credit,9,Unresolved
TCKT001645,CUST00979,2023-10-16,Account Locked,2,Unresolved
TCKT001646,CUST00795,2024-11-18,Delayed Credit,10,Unresolved
TCKT001647,CUST00087,2024-01-19,Failed Transaction,7,Pending
TCKT001648,CUST00937,2024-07-19,Incorrect Charge,11,Unresolved
TCKT001649,CUST00754,2023-11-07,Login Issue,6,Unresolved
TCKT001650,CUST00368,2024-12-14,Delayed Credit,6,Resolved
TCKT001651,CUST00601,2025-04-01,Account Locked,3,Pending
TCKT001652,CUST00457,2024-01-06,Login Issue,6,Resolved
TCKT001653,CUST00022,2025-02-26,Incorrect Charge,5,Resolved
TCKT001654,CUST00743,2023-12-14,Delayed Credit,4,Pending
TCKT001655,CUST00009,2025-06-30,Account Locked,4,Resolved
TCKT001656,CUST00324,2025-03-20,Failed Transaction,1,Resolved
TCKT001657,CUST00687,2025-07-05,Account Locked,3,Unresolved
TCKT001658,CUST00982,2023-11-07,Account Locked,14,Unresolved
TCKT001659,CUST00433,2025-04-21,Incorrect Charge,15,Unresolved
TCKT001660,CUST00231,2025-01-17,Delayed Credit,1,Unresolved
TCKT001661,CUST00462,2023-09-12,Delayed Credit,11,Unresolved
TCKT001662,CUST00888,2023-12-03,Card Not Working,11,Unresolved
TCKT001663,CUST00982,2025-05-24,Delayed Credit,7,Pending
TCKT001664,CUST00407,2025-01-30,Login Issue,8,Resolved
TCKT001665,CUST00164,2025-05-22,Incorrect Charge,2,Unresolved
TCKT001666,CUST00747,2024-02-03,Login Issue,4,Resolved
TCKT001667,CUST00521,2023-12-23,Card Not Working,4,Unresolved
TCKT001668,CUST00737,2024-10-13,Account Locked,4,Pending
TCKT001669,CUST00172,2024-02-13,Card Not Working,6,Resolved
TCKT001670,CUST00454,2024-05-03,Login Issue,6,Pending
TCKT001671,CUST00368,2025-02-09,Card Not Working,14,Pending
TCKT001672,CUST00236,2024-07-31,Login Issue,3,Unresolved
TCKT001673,CUST00472,2025-02-27,Failed Transaction,6,Unresolved
TCKT001674,CUST00398,2023-10-01,Login Issue,13,Pending
TCKT001675,CUST00019,2025-03-01,Login Issue,10,Unresolved
TCKT001676,CUST00557,2025-06-21,Login Issue,3,Resolved
TCKT001677,CUST00594,2025-04-26,Incorrect Charge,6,Pending
TCKT001678,CUST00456,2024-11-05,Login Issue,5,Unresolved
TCKT001679,CUST00210,2025-06-02,Incorrect Charge,6,Resolved
TCKT001680,CUST00939,2023-12-01,Card Not Working,10,Resolved
TCKT001681,CUST00470,2025-02-24,Account Locked,13,Resolved
TCKT001682,CUST00210,2024-06-18,Login Issue,13,Pending
TCKT001683,CUST00058,2024-12-02,Failed Transaction,11,Unresolved
TCKT001684,CUST00072,2024-10-29,Delayed Credit,3,Pending
TCKT001685,CUST00952,2024-07-10,Card Not Working,6,Pending
TCKT001686,CUST00328,2024-02-07,Login Issue,15,Resolved
TCKT001687,CUST00238,2023-11-05,Card Not Working,5,Unresolved
TCKT001688,CUST00250,2024-02-08,Failed Transaction,9,Resolved
TCKT001689,CUST00813,2025-03-26,Failed Transaction,13,Resolved
TCKT001690,CUST00707,2025-01-15,Failed Transaction,15,Pending
TCKT001691,CUST00555,2023-11-27,Delayed Credit,7,Resolved
TCKT001692,CUST00151,2024-11-19,Card Not Working,3,Pending
TCKT001693,CUST00400,2023-12-13,Incorrect Charge,12,Resolved
TCKT001694,CUST00216,2025-02-11,Account Locked,1,Resolved
TCKT001695,CUST00906,2025-06-02,Delayed Credit,14,Unresolved
TCKT001696,CUST00523,2024-06-27,Failed Transaction,7,Resolved
TCKT001697,CUST00972,2025-04-29,Failed Transaction,13,Unresolved
TCKT001698,CUST00865,2024-09-10,Login Issue,10,Resolved
TCKT001699,CUST00899,2024-06-22,Failed Transaction,4,Resolved
TCKT001700,CUST00614,2024-04-13,Login Issue,11,Unresolved
TCKT001701,CUST00049,2024-11-07,Delayed Credit,9,Pending
TCKT001702,CUST00456,2024-10-03,Login Issue,9,Resolved
TCKT001703,CUST00500,2025-06-14,Account Locked,2,Pending
TCKT001704,CUST00278,2024-12-02,Card Not Working,4,Resolved
TCKT001705,CUST00130,2023-08-26,Failed Transaction,2,Pending
TCKT001706,CUST00812,2023-07-09,Delayed Credit,8,Resolved
TCKT001707,CUST00274,2025-04-21,Delayed Credit,11,Resolved
TCKT001708,CUST00218,2023-07-25,Failed Transaction,4,Pending
TCKT001709,CUST00873,2024-02-06,Failed Transaction,12,Pending
TCKT001710,CUST00876,2023-12-03,Incorrect Charge,8,Pending
TCKT001711,CUST00176,2025-02-22,Failed Transaction,12,Unresolved
TCKT001712,CUST00366,2023-12-30,Account Locked,8,Resolved
TCKT001713,CUST00824,2024-12-19,Card Not Working,4,Resolved
TCKT001714,CUST00747,2025-07-02,Failed Transaction,13,Pending
TCKT001715,CUST00724,2025-07-05,Delayed Credit,4,Resolved
TCKT001716,CUST00525,2024-08-13,Login Issue,11,Unresolved
TCKT001717,CUST00483,2025-01-21,Login Issue,14,Unresolved
TCKT001718,CUST00635,2025-05-26,Account Locked,8,Resolved
TCKT001719,CUST00586,2024-09-07,Incorrect Charge,12,Unresolved
TCKT001720,CUST00055,2024-08-02,Card Not Working,9,Unresolved
TCKT001721,CUST00566,2023-08-12,Incorrect Charge,9,Unresolved
TCKT001722,CUST00594,2025-03-09,Login Issue,1,Unresolved
TCKT001723,CUST00791,2023-08-21,Delayed Credit,13,Unresolved
TCKT001724,CUST00083,2024-08-11,Account Locked,4,Unresolved
TCKT001725,CUST00939,2024-04-01,Incorrect Charge,4,Unresolved
TCKT001726,CUST00942,2023-10-11,Delayed Credit,4,Unresolved
TCKT001727,CUST00021,2023-08-18,Card Not Working,5,Unresolved
TCKT001728,CUST00212,2024-06-22,Delayed Credit,3,Unresolved
TCKT001729,CUST00825,2023-12-13,Failed Transaction,15,Pending
TCKT001730,CUST00190,2023-11-08,Failed Transaction,3,Resolved
TCKT001731,CUST00302,2024-01-16,Login Issue,8,Pending
TCKT001732,CUST00852,2024-12-11,Login Issue,4,Resolved
TCKT001733,CUST00303,2024-10-19,Account Locked,14,Pending
TCKT001734,CUST00800,2024-07-13,Incorrect Charge,15,Pending
TCKT001735,CUST00681,2024-05-07,Failed Transaction,13,Pending
TCKT001736,CUST00154,2025-01-24,Incorrect Charge,7,Resolved
TCKT001737,CUST00636,2025-01-14,Incorrect Charge,1,Unresolved
TCKT001738,CUST00211,2023-09-06,Account Locked,12,Pending
TCKT001739,CUST00272,2023-11-20,Incorrect Charge,2,Unresolved
TCKT001740,CUST00623,2023-08-16,Incorrect Charge,10,Unresolved
TCKT001741,CUST00668,2023-09-21,Account Locked,5,Pending
TCKT001742,CUST00635,2024-07-11,Delayed Credit,6,Resolved
TCKT001743,CUST00484,2024-06-16,Delayed Credit,13,Resolved
TCKT001744,CUST00160,2024-03-23,Card Not Working,1,Resolved
TCKT001745,CUST00289,2024-09-06,Card Not Working,9,Pending
TCKT001746,CUST00333,2024-01-04,Login Issue,14,Unresolved
TCKT001747,CUST00596,2023-12-17,Delayed Credit,3,Pending
TCKT001748,CUST00871,2024-07-03,Login Issue,7,Pending
TCKT001749,CUST00139,2025-01-23,Failed Transaction,8,Unresolved
TCKT001750,CUST00387,2025-01-15,Delayed Credit,8,Resolved
TCKT001751,CUST00225,2024-10-05,Delayed Credit,3,Unresolved
TCKT001752,CUST00202,2024-12-05,Delayed Credit,7,Pending
TCKT001753,CUST00789,2024-12-22,Account Locked,5,Pending
TCKT001754,CUST00963,2024-08-10,Failed Transaction,7,Unresolved
TCKT001755,CUST00675,2025-04-07,Account Locked,15,Pending
TCKT001756,CUST00600,2024-05-13,Delayed Credit,4,Pending
TCKT001757,CUST00491,2023-07-17,Card Not Working,9,Unresolved
TCKT001758,CUST00553,2024-06-03,Card Not Working,7,Pending
TCKT001759,CUST00710,2025-01-14,Incorrect Charge,9,Unresolved
TCKT001760,CUST00330,2025-04-14,Delayed Credit,3,Pending
TCKT001761,CUST00542,2024-06-07,Failed Transaction,9,Pending
TCKT001762,CUST00002,2025-06-19,Failed Transaction,9,Resolved
TCKT001763,CUST00918,2023-10-14,Incorrect Charge,6,Unresolved
TCKT001764,CUST00368,2024-11-26,Delayed Credit,3,Unresolved
TCKT001765,CUST00033,2024-08-02,Login Issue,10,Unresolved
TCKT001766,CUST00848,2024-05-21,Delayed Credit,10,Unresolved
TCKT001767,CUST00142,2025-03-17,Incorrect Charge,12,Pending
TCKT001768,CUST00510,2024-09-03,Card Not Working,14,Unresolved
TCKT001769,CUST00145,2023-12-27,Failed Transaction,4,Pending
TCKT001770,CUST00564,2025-04-23,Card Not Working,1,Unresolved
TCKT001771,CUST00534,2025-06-28,Failed Transaction,3,Pending
TCKT001772,CUST00231,2024-01-04,Delayed Credit,6,Resolved
TCKT001773,CUST00023,2024-05-24,Account Locked,13,Resolved
TCKT001774,CUST00218,2025-05-27,Failed Transaction,13,Resolved
TCKT001775,CUST00452,2023-08-10,Account Locked,12,Pending
TCKT001776,CUST00027,2023-09-05,Incorrect Charge,12,Resolved
TCKT001777,CUST00502,2025-01-18,Login Issue,3,Pending
TCKT001778,CUST00513,2024-09-05,Account Locked,9,Resolved
TCKT001779,CUST00868,2023-07-09,Incorrect Charge,13,Resolved
TCKT001780,CUST00180,2023-07-25,Login Issue,1,Pending
TCKT001781,CUST00613,2023-09-06,Account Locked,15,Unresolved
TCKT001782,CUST00495,2024-02-08,Failed Transaction,15,Resolved
TCKT001783,CUST00193,2023-07-09,Failed Transaction,12,Unresolved
TCKT001784,CUST00943,2023-07-19,Account Locked,11,Pending
TCKT001785,CUST00611,2023-12-07,Delayed Credit,2,Resolved
TCKT001786,CUST00886,2024-11-26,Login Issue,4,Resolved
TCKT001787,CUST00267,2025-06-04,Incorrect Charge,8,Resolved
TCKT001788,CUST00953,2023-09-02,Login Issue,9,Unresolved
TCKT001789,CUST00563,2024-09-08,Delayed Credit,15,Resolved
TCKT001790,CUST00274,2024-04-24,Card Not Working,15,Resolved
TCKT001791,CUST00615,2023-11-12,Card Not Working,6,Resolved
TCKT001792,CUST00122,2025-01-15,Delayed Credit,15,Unresolved
TCKT001793,CUST00427,2024-08-11,Card Not Working,10,Unresolved
TCKT001794,CUST00747,2025-02-28,Incorrect Charge,6,Resolved
TCKT001795,CUST00598,2024-05-16,Incorrect Charge,9,Unresolved
TCKT001796,CUST00589,2024-06-05,Login Issue,11,Pending
TCKT001797,CUST00730,2025-05-29,Login Issue,11,Pending
TCKT001798,CUST00584,2025-06-21,Card Not Working,9,Pending
TCKT001799,CUST00764,2024-11-27,Login Issue,10,Pending
TCKT001800,CUST00743,2023-11-07,Account Locked,6,Pending
TCKT001801,CUST00630,2024-08-11,Card Not Working,12,Unresolved
TCKT001802,CUST00837,2025-03-28,Incorrect Charge,6,Resolved
TCKT001803,CUST00136,2024-05-10,Failed Transaction,12,Resolved
TCKT001804,CUST00017,2024-10-10,Card Not Working,13,Resolved
TCKT001805,CUST00715,2024-09-03,Delayed Credit,13,Resolved
TCKT001806,CUST00324,2024-07-17,Incorrect Charge,7,Unresolved
TCKT001807,CUST00865,2024-12-24,Card Not Working,13,Resolved
TCKT001808,CUST00154,2024-04-25,Account Locked,1,Unresolved
TCKT001809,CUST00970,2024-07-26,Card Not Working,10,Pending
TCKT001810,CUST00930,2025-04-19,Failed Transaction,15,Resolved
TCKT001811,CUST00940,2025-01-07,Login Issue,15,Pending
TCKT001812,CUST00198,2023-11-30,Failed Transaction,8,Unresolved
TCKT001813,CUST00554,2024-12-04,Account Locked,7,Resolved
TCKT001814,CUST00854,2023-10-07,Incorrect Charge,8,Pending
TCKT001815,CUST00598,2024-11-24,Delayed Credit,5,Resolved
TCKT001816,CUST00900,2024-06-15,Incorrect Charge,3,Resolved
TCKT001817,CUST00151,2024-03-30,Failed Transaction,13,Pending
TCKT001818,CUST00810,2023-10-23,Login Issue,6,Pending
TCKT001819,CUST00944,2023-12-05,Login Issue,2,Unresolved
TCKT001820,CUST00119,2025-03-16,Account Locked,8,Resolved
TCKT001821,CUST00975,2024-05-09,Delayed Credit,14,Pending
TCKT001822,CUST00729,2023-09-16,Delayed Credit,14,Pending
TCKT001823,CUST00528,2024-04-03,Card Not Working,13,Unresolved
TCKT001824,CUST00537,2024-02-17,Incorrect Charge,5,Pending
TCKT001825,CUST00403,2025-05-19,Incorrect Charge,15,Pending
TCKT001826,CUST00241,2024-08-04,Failed Transaction,2,Unresolved
TCKT001827,CUST00807,2024-08-10,Account Locked,6,Unresolved
TCKT001828,CUST00473,2025-02-09,Failed Transaction,11,Resolved
TCKT001829,CUST00745,2023-09-16,Delayed Credit,13,Unresolved
TCKT001830,CUST00378,2023-11-28,Card Not Working,3,Pending
TCKT001831,CUST00066,2024-05-22,Card Not Working,10,Pending
TCKT001832,CUST00897,2025-03-26,Account Locked,4,Unresolved
TCKT001833,CUST00538,2025-01-11,Incorrect Charge,2,Pending
TCKT001834,CUST00330,2024-05-14,Login Issue,9,Unresolved
TCKT001835,CUST00338,2025-05-13,Delayed Credit,11,Resolved
TCKT001836,CUST00936,2024-08-07,Card Not Working,9,Unresolved
TCKT001837,CUST00644,2025-05-06,Card Not Working,15,Unresolved
TCKT001838,CUST00417,2024-05-21,Card Not Working,7,Resolved
TCKT001839,CUST00830,2023-10-07,Card Not Working,9,Pending
TCKT001840,CUST00462,2024-02-05,Account Locked,12,Resolved
TCKT001841,CUST00631,2024-01-29,Login Issue,11,Unresolved
TCKT001842,CUST00045,2024-06-24,Account Locked,9,Resolved
TCKT001843,CUST00443,2024-11-08,Delayed Credit,1,Resolved
TCKT001844,CUST00214,2024-07-04,Card Not Working,6,Pending
TCKT001845,CUST00190,2025-01-04,Delayed Credit,15,Resolved
TCKT001846,CUST00770,2024-06-26,Incorrect Charge,7,Pending
TCKT001847,CUST00385,2025-01-07,Login Issue,1,Unresolved
TCKT001848,CUST00174,2023-08-26,Login Issue,5,Resolved
TCKT001849,CUST00169,2025-03-25,Card Not Working,12,Resolved
TCKT001850,CUST00912,2025-03-06,Failed Transaction,12,Resolved
TCKT001851,CUST00017,2025-05-29,Failed Transaction,4,Pending
TCKT001852,CUST00706,2025-06-12,Card Not Working,1,Pending
TCKT001853,CUST00765,2025-03-31,Card Not Working,2,Unresolved
TCKT001854,CUST00914,2024-04-06,Account Locked,3,Resolved
TCKT001855,CUST00778,2025-04-11,Card Not Working,3,Unresolved
TCKT001856,CUST00806,2023-10-03,Login Issue,14,Pending
TCKT001857,CUST00004,2024-10-31,Card Not Working,3,Resolved
TCKT001858,CUST00899,2024-03-29,Incorrect Charge,10,Resolved
TCKT001859,CUST00128,2024-04-25,Delayed Credit,1,Pending
TCKT001860,CUST00042,2025-02-24,Card Not Working,5,Unresolved
TCKT001861,CUST00627,2024-08-14,Incorrect Charge,10,Unresolved
TCKT001862,CUST00801,2024-04-25,Delayed Credit,7,Pending
TCKT001863,CUST00211,2025-05-27,Delayed Credit,3,Unresolved
TCKT001864,CUST00990,2025-03-21,Account Locked,13,Pending
TCKT001865,CUST00167,2024-02-16,Login Issue,2,Unresolved
TCKT001866,CUST00570,2024-03-18,Account Locked,7,Unresolved
TCKT001867,CUST00480,2023-11-04,Failed Transaction,3,Unresolved
TCKT001868,CUST00030,2025-02-13,Incorrect Charge,11,Pending
TCKT001869,CUST00266,2024-05-29,Card Not Working,12,Pending
TCKT001870,CUST00932,2025-07-01,Incorrect Charge,12,Pending
TCKT001871,CUST00752,2024-11-01,Account Locked,10,Pending
TCKT001872,CUST00158,2023-08-24,Delayed Credit,2,Unresolved
TCKT001873,CUST00290,2023-11-28,Delayed Credit,14,Resolved
TCKT001874,CUST00479,2025-05-25,Failed Transaction,11,Unresolved
TCKT001875,CUST00879,2024-01-02,Failed Transaction,2,Resolved
TCKT001876,CUST00100,2023-07-14,Login Issue,6,Resolved
TCKT001877,CUST00748,2024-01-19,Failed Transaction,8,Pending
TCKT001878,CUST00126,2024-05-20,Incorrect Charge,14,Pending
TCKT001879,CUST00461,2024-09-13,Card Not Working,2,Pending
TCKT001880,CUST00387,2023-11-03,Incorrect Charge,7,Resolved
TCKT001881,CUST00569,2024-06-05,Login Issue,1,Resolved
TCKT001882,CUST00479,2025-03-03,Incorrect Charge,8,Unresolved
TCKT001883,CUST00499,2024-04-24,Account Locked,8,Resolved
TCKT001884,CUST00664,2023-11-04,Incorrect Charge,6,Pending
TCKT001885,CUST00468,2025-06-06,Failed Transaction,14,Resolved
TCKT001886,CUST00356,2025-02-28,Failed Transaction,6,Unresolved
TCKT001887,CUST00523,2025-02-13,Incorrect Charge,9,Unresolved
TCKT001888,CUST00135,2025-06-01,Account Locked,4,Unresolved
TCKT001889,CUST00747,2024-06-24,Card Not Working,2,Pending
TCKT001890,CUST00832,2025-02-04,Delayed Credit,5,Unresolved
TCKT001891,CUST00922,2023-08-18,Failed Transaction,10,Unresolved
TCKT001892,CUST00673,2025-03-19,Card Not Working,6,Pending
TCKT001893,CUST00377,2025-03-12,Failed Transaction,10,Resolved
TCKT001894,CUST00763,2024-10-14,Incorrect Charge,11,Unresolved
TCKT001895,CUST00817,2025-02-08,Incorrect Charge,8,Pending
TCKT001896,CUST00618,2024-12-03,Login Issue,10,Resolved
TCKT001897,CUST00990,2024-06-27,Delayed Credit,12,Resolved
TCKT001898,CUST00757,2023-11-28,Login Issue,12,Unresolved
TCKT001899,CUST00014,2025-03-22,Failed Transaction,5,Unresolved
TCKT001900,CUST00055,2023-07-16,Failed Transaction,6,Resolved
TCKT001901,CUST00595,2024-06-04,Login Issue,2,Unresolved
TCKT001902,CUST00969,2023-11-28,Incorrect Charge,6,Unresolved
TCKT001903,CUST00208,2024-11-20,Card Not Working,3,Resolved
TCKT001904,CUST00656,2024-01-21,Incorrect Charge,10,Resolved
TCKT001905,CUST00257,2024-07-09,Incorrect Charge,12,Pending
TCKT001906,CUST00702,2024-11-10,Account Locked,3,Resolved
TCKT001907,CUST00389,2023-11-11,Card Not Working,1,Pending
TCKT001908,CUST00696,2025-05-27,Card Not Working,9,Resolved
TCKT001909,CUST00010,2024-11-30,Failed Transaction,13,Pending
TCKT001910,CUST00846,2024-10-24,Delayed Credit,15,Pending
TCKT001911,CUST00981,2024-10-21,Card Not Working,5,Pending
TCKT001912,CUST00810,2024-05-18,Card Not Working,5,Resolved
TCKT001913,CUST00982,2023-09-05,Login Issue,10,Unresolved
TCKT001914,CUST00585,2024-10-15,Account Locked,10,Resolved
TCKT001915,CUST00677,2025-01-23,Incorrect Charge,5,Pending
TCKT001916,CUST00425,2025-01-24,Account Locked,11,Resolved
TCKT001917,CUST00474,2024-08-07,Login Issue,7,Resolved
TCKT001918,CUST00797,2024-06-03,Login Issue,8,Unresolved
TCKT001919,CUST00412,2024-07-08,Card Not Working,2,Resolved
TCKT001920,CUST00117,2024-08-14,Account Locked,15,Resolved
TCKT001921,CUST00905,2024-09-22,Login Issue,12,Resolved
TCKT001922,CUST00066,2024-09-01,Login Issue,2,Resolved
TCKT001923,CUST00995,2025-05-16,Login Issue,2,Unresolved
TCKT001924,CUST00852,2025-07-04,Login Issue,6,Pending
TCKT001925,CUST00554,2024-10-04,Account Locked,7,Pending
TCKT001926,CUST00320,2024-06-14,Incorrect Charge,8,Resolved
TCKT001927,CUST00725,2025-06-24,Account Locked,8,Pending
TCKT001928,CUST00027,2025-01-02,Card Not Working,15,Unresolved
TCKT001929,CUST00825,2024-04-08,Login Issue,4,Pending
TCKT001930,CUST00655,2025-04-20,Failed Transaction,5,Pending
TCKT001931,CUST00153,2024-06-07,Incorrect Charge,3,Unresolved
TCKT001932,CUST00574,2024-03-29,Account Locked,8,Unresolved
TCKT001933,CUST00131,2025-05-31,Failed Transaction,9,Pending
TCKT001934,CUST00364,2024-11-06,Card Not Working,8,Pending
TCKT001935,CUST00116,2024-10-22,Account Locked,11,Pending
TCKT001936,CUST00632,2024-09-05,Incorrect Charge,11,Pending
TCKT001937,CUST00128,2023-10-01,Incorrect Charge,13,Unresolved
TCKT001938,CUST00473,2024-07-25,Login Issue,5,Resolved
TCKT001939,CUST00493,2024-02-05,Account Locked,5,Resolved
TCKT001940,CUST00388,2023-11-28,Account Locked,11,Resolved
TCKT001941,CUST00502,2024-05-03,Account Locked,15,Pending
TCKT001942,CUST00185,2024-06-21,Incorrect Charge,5,Unresolved
TCKT001943,CUST00584,2025-01-28,Login Issue,11,Resolved
TCKT001944,CUST00242,2024-02-16,Delayed Credit,15,Resolved
TCKT001945,CUST00635,2024-09-04,Card Not Working,2,Unresolved
TCKT001946,CUST00746,2025-02-01,Failed Transaction,14,Pending
TCKT001947,CUST00789,2025-04-06,Incorrect Charge,12,Pending
TCKT001948,CUST00179,2023-09-22,Incorrect Charge,8,Pending
TCKT001949,CUST00114,2023-08-03,Delayed Credit,14,Resolved
TCKT001950,CUST00459,2024-04-26,Failed Transaction,3,Resolved
TCKT001951,CUST00644,2025-02-16,Delayed Credit,10,Unresolved
TCKT001952,CUST00989,2024-11-22,Card Not Working,15,Pending
TCKT001953,CUST00194,2025-02-02,Login Issue,12,Resolved
TCKT001954,CUST00050,2023-08-13,Login Issue,8,Pending
TCKT001955,CUST00345,2025-04-06,Card Not Working,14,Unresolved
TCKT001956,CUST00313,2023-08-15,Login Issue,1,Unresolved
TCKT001957,CUST00777,2024-01-31,Account Locked,9,Resolved
TCKT001958,CUST00260,2025-06-23,Incorrect Charge,15,Pending
TCKT001959,CUST00076,2024-07-27,Incorrect Charge,10,Resolved
TCKT001960,CUST00035,2024-05-27,Failed Transaction,13,Resolved
TCKT001961,CUST00025,2024-08-06,Failed Transaction,14,Resolved
TCKT001962,CUST00780,2025-01-06,Failed Transaction,9,Pending
TCKT001963,CUST00582,2023-07-17,Card Not Working,6,Unresolved
TCKT001964,CUST00010,2024-08-03,Login Issue,7,Resolved
TCKT001965,CUST00594,2023-09-19,Login Issue,7,Unresolved
TCKT001966,CUST00179,2023-11-20,Account Locked,3,Resolved
TCKT001967,CUST00615,2024-08-20,Login Issue,3,Pending
TCKT001968,CUST00548,2024-08-22,Account Locked,3,Pending
TCKT001969,CUST00259,2025-06-02,Failed Transaction,7,Resolved
TCKT001970,CUST00670,2024-11-01,Failed Transaction,7,Resolved
TCKT001971,CUST00465,2024-01-16,Login Issue,7,Resolved
TCKT001972,CUST00565,2023-08-21,Incorrect Charge,6,Resolved
TCKT001973,CUST00544,2024-01-25,Incorrect Charge,2,Unresolved
TCKT001974,CUST00260,2024-02-10,Delayed Credit,1,Pending
TCKT001975,CUST00917,2024-03-06,Delayed Credit,8,Resolved
TCKT001976,CUST00363,2024-02-29,Login Issue,9,Resolved
TCKT001977,CUST00484,2025-04-19,Card Not Working,7,Pending
TCKT001978,CUST00519,2024-05-12,Login Issue,5,Resolved
TCKT001979,CUST00003,2024-08-11,Failed Transaction,8,Unresolved
TCKT001980,CUST00651,2023-08-03,Incorrect Charge,4,Resolved
TCKT001981,CUST00047,2023-07-16,Incorrect Charge,2,Resolved
TCKT001982,CUST00423,2024-06-21,Account Locked,15,Pending
TCKT001983,CUST00494,2024-02-27,Card Not Working,13,Resolved
TCKT001984,CUST00382,2025-03-14,Login Issue,7,Pending
TCKT001985,CUST00926,2025-03-12,Failed Transaction,6,Unresolved
TCKT001986,CUST00750,2024-09-30,Account Locked,2,Pending
TCKT001987,CUST00624,2024-09-27,Account Locked,3,Resolved
TCKT001988,CUST00621,2024-12-23,Delayed Credit,11,Unresolved
TCKT001989,CUST00173,2024-04-27,Incorrect Charge,2,Unresolved
TCKT001990,CUST00711,2024-05-04,Failed Transaction,12,Resolved
TCKT001991,CUST00031,2024-08-11,Delayed Credit,8,Resolved
TCKT001992,CUST00444,2024-05-18,Delayed Credit,8,Pending
TCKT001993,CUST00562,2025-05-10,Failed Transaction,12,Unresolved
TCKT001994,CUST00037,2023-09-26,Login Issue,10,Resolved
TCKT001995,CUST00689,2025-04-10,Failed Transaction,11,Resolved
TCKT001996,CUST00588,2025-04-18,Login Issue,3,Pending
TCKT001997,CUST00243,2025-01-12,Failed Transaction,15,Pending
TCKT001998,CUST00955,2025-05-13,Account Locked,3,Resolved
TCKT001999,CUST00919,2024-06-24,Failed Transaction,6,Resolved
TCKT002000,CUST00835,2023-12-01,Incorrect Charge,14,Resolved
TCKT002001,CUST00393,2025-03-31,Delayed Credit,7,Unresolved
TCKT002002,CUST00955,2024-06-29,Account Locked,2,Resolved
TCKT002003,CUST00260,2024-05-14,Failed Transaction,6,Unresolved
TCKT002004,CUST00900,2024-03-03,Card Not Working,12,Pending
TCKT002005,CUST00264,2024-09-25,Failed Transaction,5,Unresolved
TCKT002006,CUST00778,2025-03-18,Failed Transaction,6,Pending
TCKT002007,CUST00196,2024-02-03,Incorrect Charge,2,Unresolved
TCKT002008,CUST00192,2024-02-04,Delayed Credit,7,Pending
TCKT002009,CUST00878,2024-10-07,Card Not Working,8,Resolved
TCKT002010,CUST00785,2023-09-29,Account Locked,4,Resolved
TCKT002011,CUST00260,2023-09-01,Incorrect Charge,8,Pending
TCKT002012,CUST00467,2023-08-15,Delayed Credit,15,Pending
TCKT002013,CUST00952,2025-06-24,Account Locked,15,Resolved
TCKT002014,CUST00062,2024-06-16,Account Locked,7,Resolved
TCKT002015,CUST00055,2024-03-11,Card Not Working,13,Pending
TCKT002016,CUST00381,2024-03-10,Card Not Working,12,Unresolved
TCKT002017,CUST00364,2024-07-23,Login Issue,4,Resolved
TCKT002018,CUST00208,2024-10-02,Delayed Credit,14,Pending
TCKT002019,CUST00144,2025-02-19,Failed Transaction,1,Resolved
TCKT002020,CUST00036,2025-03-16,Card Not Working,9,Pending
TCKT002021,CUST00373,2025-05-29,Failed Transaction,8,Resolved
TCKT002022,CUST00183,2024-06-10,Card Not Working,13,Resolved
TCKT002023,CUST00253,2024-07-03,Incorrect Charge,3,Pending
TCKT002024,CUST00878,2025-04-01,Incorrect Charge,7,Resolved
TCKT002025,CUST00441,2024-02-04,Failed Transaction,9,Resolved
TCKT002026,CUST00056,2024-12-06,Login Issue,2,Pending
TCKT002027,CUST00285,2025-02-06,Account Locked,14,Resolved
TCKT002028,CUST00632,2025-02-11,Account Locked,13,Unresolved
TCKT002029,CUST00619,2024-01-25,Card Not Working,4,Unresolved
TCKT002030,CUST00843,2024-12-16,Card Not Working,13,Pending
TCKT002031,CUST00845,2025-05-06,Failed Transaction,1,Unresolved
